Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Correlation (r),R²
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,VolumeEquivalentDiameter,0.23892813723305703,0.057086654761658535
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,0.2389281372330555,0.05708665476165781
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,0.2389281372330555,0.05708665476165781
KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,VolumeEquivalentDiameter,0.2389281372330555,0.05708665476165781
KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,VolumeEquivalentDiameter,0.2389281372330555,0.05708665476165781
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainRate,0.23830413829274713,0.05678886232744875
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainRate,0.23830413829274713,0.05678886232744875
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,0.23830413829274705,0.05678886232744871
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,0.23830413829274705,0.05678886232744871
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,VolumeEquivalentDiameter,0.23830413829274705,0.05678886232744871
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,VolumeEquivalentDiameter,0.23830413829274705,0.05678886232744871
Humidity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,0.23819300547330322,0.05673590785640505
Humidity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.23819300547330322,0.05673590785640505
AverageParticleSpeed,Humidity,RainAbsolute,SnowDepthIntensity,Temperature,0.23819300547330316,0.05673590785640503
AverageParticleSpeed,Humidity,RainAccumulated,SnowDepthIntensity,Temperature,0.23819300547330316,0.05673590785640503
Humidity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.23819300547330316,0.05673590785640503
Humidity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.23819300547330316,0.05673590785640503
Humidity,Pressure,RainAbsolute,SnowDepthIntensity,Temperature,0.23744777593857933,0.05638144629817777
Humidity,Pressure,RainAccumulated,SnowDepthIntensity,Temperature,0.23744777593857933,0.05638144629817777
Humidity,KineticEnergy,RainIntensity,SnowDepthIntensity,WindSpeed,-0.23720707680925426,0.056267197288391455
AverageParticleSpeed,RadarReflectivity,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,0.2366801216395623,0.05601747997931801
AverageParticleSpeed,RadarReflectivity,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.2366801216395623,0.05601747997931801
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,0.23668012163956148,0.05601747997931762
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,0.23668012163956148,0.05601747997931762
RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.23668012163956148,0.05601747997931762
RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.23668012163956148,0.05601747997931762
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,0.23629619095843332,0.055835889861464386
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,0.23629619095843332,0.055835889861464386
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,0.23629619095843277,0.05583588986146412
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,0.23629619095843277,0.05583588986146412
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,0.23629619095843277,0.05583588986146412
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,0.23629619095843277,0.05583588986146412
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,0.2360634946000499,0.055725973482787794
AverageParticleSpeed,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,0.2360634946000499,0.055725973482787794
Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,0.2360634946000499,0.055725973482787794
Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.2360634946000499,0.055725973482787794
Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,0.23606349460004947,0.055725973482787586
Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,0.23606349460004947,0.055725973482787586
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,0.2356679967121555,0.05553940467432053
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,0.2356679967121555,0.05553940467432053
Humidity,RainAbsolute,RainRate,Temperature,WindSpeed,0.2356459394223219,0.0555290087662286
Humidity,RainAccumulated,RainRate,Temperature,WindSpeed,0.2356459394223219,0.0555290087662286
AverageParticleSpeed,Humidity,RainAbsolute,Temperature,WindSpeed,0.23564593942232176,0.05552900876622854
AverageParticleSpeed,Humidity,RainAccumulated,Temperature,WindSpeed,0.23564593942232176,0.05552900876622854
Humidity,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.23564593942232176,0.05552900876622854
Humidity,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.23564593942232176,0.05552900876622854
Humidity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,0.23559935804102386,0.05550705750934255
Humidity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.23559935804102386,0.05550705750934255
AverageParticleSpeed,RadarReflectivity,RainAbsolute,Temperature,VolumeEquivalentDiameter,0.23479066724463957,0.055126657425183065
AverageParticleSpeed,RadarReflectivity,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.23479066724463957,0.055126657425183065
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainRate,Temperature,0.23479066724463923,0.055126657425182905
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainRate,Temperature,0.23479066724463923,0.055126657425182905
RadarReflectivity,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,0.23479066724463923,0.055126657425182905
RadarReflectivity,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,0.23479066724463923,0.055126657425182905
Humidity,KineticEnergy,RainAbsolute,SnowDepthIntensity,Temperature,0.23469786248042618,0.05508308665288104
Humidity,KineticEnergy,RainAccumulated,SnowDepthIntensity,Temperature,0.23469786248042618,0.05508308665288104
Humidity,Pressure,RainAbsolute,Temperature,WindSpeed,0.234680796622469,0.05507507630335665
Humidity,Pressure,RainAccumulated,Temperature,WindSpeed,0.234680796622469,0.05507507630335665
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,0.23425063812779365,0.05487336146327853
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,0.23425063812779365,0.05487336146327853
RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.23425063812779365,0.05487336146327853
RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.23425063812779365,0.05487336146327853
RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,0.23425063812779284,0.054873361463278154
RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,0.23425063812779284,0.054873361463278154
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainRate,WindSpeed,0.23418279670767275,0.05484158227382718
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainRate,WindSpeed,0.23418279670767275,0.05484158227382718
RadarReflectivity,RainAbsolute,RainRate,VolumeEquivalentDiameter,WindSpeed,0.23418279670767275,0.05484158227382718
RadarReflectivity,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.23418279670767275,0.05484158227382718
AverageParticleSpeed,RadarReflectivity,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.2341827967076725,0.054841582273827065
AverageParticleSpeed,RadarReflectivity,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.2341827967076725,0.054841582273827065
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,Temperature,0.23415954985387508,0.054830694787769405
AverageParticleSpeed,Pressure,RadarReflectivity,RainAccumulated,Temperature,0.23415954985387508,0.054830694787769405
Pressure,RadarReflectivity,RainAbsolute,Temperature,VolumeEquivalentDiameter,0.23415954985387508,0.054830694787769405
Pressure,RadarReflectivity,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.23415954985387508,0.054830694787769405
Pressure,RadarReflectivity,RainAbsolute,RainRate,Temperature,0.23415954985387485,0.0548306947877693
Pressure,RadarReflectivity,RainAccumulated,RainRate,Temperature,0.23415954985387485,0.0548306947877693
Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,0.23363040852548364,0.05458316778778438
Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,0.23363040852548364,0.05458316778778438
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,WindSpeed,0.23343507606849256,0.05449193473910291
AverageParticleSpeed,Pressure,RadarReflectivity,RainAccumulated,WindSpeed,0.23343507606849256,0.05449193473910291
Pressure,RadarReflectivity,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.23343507606849256,0.05449193473910291
Pressure,RadarReflectivity,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.23343507606849256,0.05449193473910291
Pressure,RadarReflectivity,RainAbsolute,RainRate,WindSpeed,0.2334350760684925,0.05449193473910288
Pressure,RadarReflectivity,RainAccumulated,RainRate,WindSpeed,0.2334350760684925,0.05449193473910288
KineticEnergy,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,0.23330362510411118,0.054430581486719656
KineticEnergy,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,0.23330362510411118,0.054430581486719656
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,SnowDepthIntensity,0.23330362510410993,0.054430581486719073
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAccumulated,SnowDepthIntensity,0.23330362510410993,0.054430581486719073
KineticEnergy,RadarReflectivity,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,0.23330362510410993,0.054430581486719073
KineticEnergy,RadarReflectivity,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.23330362510410993,0.054430581486719073
Humidity,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.23284434811657323,0.05421649044983194
Humidity,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.23284434811657323,0.05421649044983194
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,0.23268201794218143,0.054140921473645645
KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,0.23268201794218143,0.054140921473645645
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,0.23240143138454902,0.054010425309587246
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,0.23240143138454902,0.054010425309587246
RadarReflectivity,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,0.23240143138454902,0.054010425309587246
RadarReflectivity,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.23240143138454902,0.054010425309587246
RadarReflectivity,RainAbsolute,RainIntensity,RainRate,Temperature,0.23240143138454897,0.054010425309587225
RadarReflectivity,RainAccumulated,RainIntensity,RainRate,Temperature,0.23240143138454897,0.054010425309587225
Humidity,KineticEnergy,RainAbsolute,Temperature,WindSpeed,0.2317880914888112,0.053725719356025506
Humidity,KineticEnergy,RainAccumulated,Temperature,WindSpeed,0.2317880914888112,0.053725719356025506
Pressure,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,0.2317666746118455,0.053715791460633065
Pressure,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,0.2317666746118455,0.053715791460633065
RadarReflectivity,RainAbsolute,RainIntensity,RainRate,WindSpeed,0.23151622858962678,0.05359976410036432
RadarReflectivity,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.23151622858962678,0.05359976410036432
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainIntensity,WindSpeed,0.23151622858962653,0.053599764100364204
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainIntensity,WindSpeed,0.23151622858962653,0.053599764100364204
RadarReflectivity,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.23151622858962653,0.053599764100364204
RadarReflectivity,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.23151622858962653,0.053599764100364204
KineticEnergy,RadarReflectivity,RainAbsolute,RainRate,Temperature,0.23144483578375039,0.05356671201096718
KineticEnergy,RadarReflectivity,RainAccumulated,RainRate,Temperature,0.23144483578375039,0.05356671201096718
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,Temperature,0.23144483578375008,0.05356671201096704
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAccumulated,Temperature,0.23144483578375008,0.05356671201096704
KineticEnergy,RadarReflectivity,RainAbsolute,Temperature,VolumeEquivalentDiameter,0.23144483578375008,0.05356671201096704
KineticEnergy,RadarReflectivity,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.23144483578375008,0.05356671201096704
KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,0.2308858812059826,0.053308290140263115
KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,0.2308858812059826,0.053308290140263115
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,Temperature,0.2308086421581745,0.05327262929490025
KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,Temperature,0.2308086421581745,0.05327262929490025
Pressure,RadarReflectivity,RainAbsolute,RainIntensity,WindSpeed,0.23076548856415344,0.05325271071225243
Pressure,RadarReflectivity,RainAccumulated,RainIntensity,WindSpeed,0.23076548856415344,0.05325271071225243
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,WindSpeed,0.23042126133082388,0.05309395767328783
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAccumulated,WindSpeed,0.23042126133082388,0.05309395767328783
KineticEnergy,RadarReflectivity,RainAbsolute,RainRate,WindSpeed,0.23042126133082388,0.05309395767328783
KineticEnergy,RadarReflectivity,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.23042126133082388,0.05309395767328783
KineticEnergy,RadarReflectivity,RainAccumulated,RainRate,WindSpeed,0.23042126133082388,0.05309395767328783
KineticEnergy,RadarReflectivity,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.23042126133082388,0.05309395767328783
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,WindSpeed,0.22966935181755432,0.05274801116429555
KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,WindSpeed,0.22966935181755432,0.05274801116429555
KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,0.22906258666309845,0.05246966860878949
KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,0.22906258666309845,0.05246966860878949
Humidity,Pressure,SnowDepthIntensity,Temperature,WindSpeed,-0.22890348655791143,0.05239680615836794
KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,WindSpeed,0.22776722578651004,0.051877909142483046
KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,WindSpeed,0.22776722578651004,0.051877909142483046
AverageParticleSpeed,Humidity,SnowDepthIntensity,Temperature,WindSpeed,-0.22712298127488356,0.05158484862319111
Humidity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.22712298127488356,0.05158484862319111
Humidity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,-0.22712298127488342,0.05158484862319104
Humidity,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,-0.22504532837422012,0.050645399823060565
Humidity,KineticEnergy,SnowDepthIntensity,Temperature,WindSpeed,-0.22400592661588048,0.05017865515903923
AverageParticleSpeed,ParticlesDetected,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,0.22157007975655588,0.04909330024332653
AverageParticleSpeed,ParticlesDetected,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.22157007975655588,0.04909330024332653
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainRate,SnowDepthIntensity,0.22157007975655496,0.04909330024332613
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainRate,SnowDepthIntensity,0.22157007975655496,0.04909330024332613
ParticlesDetected,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.22157007975655496,0.04909330024332613
ParticlesDetected,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.22157007975655496,0.04909330024332613
ParticlesDetected,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,0.22092074902481043,0.048805977349683276
ParticlesDetected,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,0.22092074902481043,0.048805977349683276
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,SnowDepthIntensity,0.2209207490248103,0.04880597734968322
AverageParticleSpeed,ParticlesDetected,Pressure,RainAccumulated,SnowDepthIntensity,0.2209207490248103,0.04880597734968322
ParticlesDetected,Pressure,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,0.2209207490248103,0.04880597734968322
ParticlesDetected,Pressure,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.2209207490248103,0.04880597734968322
AverageParticleSpeed,ParticlesDetected,RainAbsolute,Temperature,VolumeEquivalentDiameter,0.22001644185086902,0.04840723468471683
AverageParticleSpeed,ParticlesDetected,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.22001644185086902,0.04840723468471683
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainRate,Temperature,0.22001644185086885,0.048407234684716756
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainRate,Temperature,0.22001644185086885,0.048407234684716756
ParticlesDetected,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,0.22001644185086885,0.048407234684716756
ParticlesDetected,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,0.22001644185086885,0.048407234684716756
ParticlesDetected,Pressure,RainAbsolute,RainRate,Temperature,0.21935185249158753,0.048115235191491176
ParticlesDetected,Pressure,RainAccumulated,RainRate,Temperature,0.21935185249158753,0.048115235191491176
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,Temperature,0.21935185249158726,0.04811523519149105
AverageParticleSpeed,ParticlesDetected,Pressure,RainAccumulated,Temperature,0.21935185249158726,0.04811523519149105
ParticlesDetected,Pressure,RainAbsolute,Temperature,VolumeEquivalentDiameter,0.21935185249158726,0.04811523519149105
ParticlesDetected,Pressure,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.21935185249158726,0.04811523519149105
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainIntensity,SnowDepthIntensity,0.2191350747147841,0.04802018097025401
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainIntensity,SnowDepthIntensity,0.2191350747147841,0.04802018097025401
ParticlesDetected,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.2191350747147841,0.04802018097025401
ParticlesDetected,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.2191350747147841,0.04802018097025401
ParticlesDetected,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,0.219135074714784,0.04802018097025396
ParticlesDetected,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,0.219135074714784,0.04802018097025396
ParticlesDetected,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,0.21848336511722669,0.04773498083294739
ParticlesDetected,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,0.21848336511722669,0.04773498083294739
KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,SnowDepthIntensity,0.21814647760092556,0.04758788568969112
KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,SnowDepthIntensity,0.21814647760092556,0.04758788568969112
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,SnowDepthIntensity,0.2181464776009251,0.04758788568969091
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,SnowDepthIntensity,0.2181464776009251,0.04758788568969091
KineticEnergy,ParticlesDetected,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,0.2181464776009251,0.04758788568969091
KineticEnergy,ParticlesDetected,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.2181464776009251,0.04758788568969091
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainIntensity,Temperature,0.21759512619847035,0.04734763894532824
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainIntensity,Temperature,0.21759512619847035,0.04734763894532824
ParticlesDetected,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,0.21759512619847035,0.04734763894532824
ParticlesDetected,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.21759512619847035,0.04734763894532824
ParticlesDetected,RainAbsolute,RainIntensity,RainRate,Temperature,0.21759512619847027,0.0473476389453282
ParticlesDetected,RainAccumulated,RainIntensity,RainRate,Temperature,0.21759512619847027,0.0473476389453282
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,SnowDepthIntensity,0.2174938775453984,0.04730358676973275
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,SnowDepthIntensity,0.2174938775453984,0.04730358676973275
ParticlesDetected,Pressure,RainAbsolute,RainIntensity,Temperature,0.21692805855811256,0.047057782589791916
ParticlesDetected,Pressure,RainAccumulated,RainIntensity,Temperature,0.21692805855811256,0.047057782589791916
KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,Temperature,0.2165876409257006,0.046910206201760216
KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,Temperature,0.2165876409257006,0.046910206201760216
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,Temperature,0.21658764092570046,0.04691020620176015
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,Temperature,0.21658764092570046,0.04691020620176015
KineticEnergy,ParticlesDetected,RainAbsolute,Temperature,VolumeEquivalentDiameter,0.21658764092570046,0.04691020620176015
KineticEnergy,ParticlesDetected,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.21658764092570046,0.04691020620176015
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainRate,WindSpeed,0.216031598819421,0.046669651688475255
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainRate,WindSpeed,0.216031598819421,0.046669651688475255
ParticlesDetected,RainAbsolute,RainRate,VolumeEquivalentDiameter,WindSpeed,0.216031598819421,0.046669651688475255
ParticlesDetected,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.216031598819421,0.046669651688475255
AverageParticleSpeed,ParticlesDetected,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.21603159881942074,0.04666965168847515
AverageParticleSpeed,ParticlesDetected,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.21603159881942074,0.04666965168847515
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,Temperature,0.21591961823830857,0.04662128154017692
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,Temperature,0.21591961823830857,0.04662128154017692
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,SnowDepthIntensity,0.21573893507670117,0.04654328810802908
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,SnowDepthIntensity,0.21573893507670117,0.04654328810802908
ParticlesDetected,Pressure,RainAbsolute,RainRate,WindSpeed,0.21524893878858112,0.04633210564961034
ParticlesDetected,Pressure,RainAccumulated,RainRate,WindSpeed,0.21524893878858112,0.04633210564961034
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,WindSpeed,0.2152489387885811,0.04633210564961033
AverageParticleSpeed,ParticlesDetected,Pressure,RainAccumulated,WindSpeed,0.2152489387885811,0.04633210564961033
ParticlesDetected,Pressure,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.2152489387885811,0.04633210564961033
ParticlesDetected,Pressure,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.2152489387885811,0.04633210564961033
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,Temperature,0.21419085662603524,0.04587772306219478
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,Temperature,0.21419085662603524,0.04587772306219478
AverageParticleSpeed,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,0.21406106684745344,0.04582214033986993
AverageParticleSpeed,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,0.21406106684745344,0.04582214033986993
RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,0.21406106684745344,0.04582214033986993
RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.21406106684745344,0.04582214033986993
RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.21406106684745344,0.04582214033986993
RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.21406106684745344,0.04582214033986993
Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,0.21340253378953858,0.04554064142779515
Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,0.21340253378953858,0.04554064142779515
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainIntensity,WindSpeed,0.21339395944493417,0.045536981927586206
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainIntensity,WindSpeed,0.21339395944493417,0.045536981927586206
ParticlesDetected,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.21339395944493417,0.045536981927586206
ParticlesDetected,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.21339395944493417,0.045536981927586206
ParticlesDetected,RainAbsolute,RainIntensity,RainRate,WindSpeed,0.21339395944493408,0.04553698192758617
ParticlesDetected,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.21339395944493408,0.04553698192758617
Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,0.21297436309719125,0.04535807933665426
ParticlesDetected,Pressure,RainAbsolute,RainIntensity,WindSpeed,0.21261007890911673,0.04520304565374084
ParticlesDetected,Pressure,RainAccumulated,RainIntensity,WindSpeed,0.21261007890911673,0.04520304565374084
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,WindSpeed,0.21227256154054724,0.04505964038298542
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,WindSpeed,0.21227256154054724,0.04505964038298542
KineticEnergy,ParticlesDetected,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.21227256154054724,0.04505964038298542
KineticEnergy,ParticlesDetected,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.21227256154054724,0.04505964038298542
KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,WindSpeed,0.21227256154054722,0.045059640382985405
KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,WindSpeed,0.21227256154054722,0.045059640382985405
RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,0.21185790713783617,0.044883772816824014
RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.21185790713783617,0.044883772816824014
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,WindSpeed,0.21148831680213637,0.0447273081438008
