Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Correlation (r),R²
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,-0.11427411353395975,0.013058573023972323
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,RainRate,Temperature,-0.11427411353395966,0.013058573023972304
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,Temperature,VolumeEquivalentDiameter,-0.1142741135339596,0.013058573023972288
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11403395700068546,0.01300374334923418
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.11386928552994656,0.012966214187100497
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.11386928552994656,0.012966214187100497
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11358661221063551,0.012901918473489293
AverageParticleSpeed,Humidity,ParticlesDetected,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11358661221063551,0.012901918473489293
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11328475920123458,0.012833436667281704
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainIntensity,RainRate,SnowDepthIntensity,Temperature,-0.11328475920123456,0.012833436667281697
Humidity,ParticlesDetected,Pressure,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11328475920123456,0.012833436667281697
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,-0.11296103625018372,0.01276019571071532
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainRate,SnowDepthIntensity,Temperature,-0.11284098221795232,0.012733087267912231
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11284098221795232,0.012733087267912231
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11284098221795232,0.012733087267912231
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11279093841086704,0.012721795787604002
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RadarReflectivity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11279093841086696,0.012721795787603983
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainRate,Temperature,WindSpeed,-0.11279093841086692,0.012721795787603974
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11267635033149438,0.012695959924025654
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11267635033149438,0.012695959924025654
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainRate,Temperature,WindSpeed,0.11267635033149434,0.012695959924025644
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAccumulated,RainRate,Temperature,WindSpeed,0.11267635033149434,0.012695959924025644
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11267635033149419,0.012695959924025611
Humidity,ParticlesDetected,Pressure,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11267635033149419,0.012695959924025611
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.11260883108674465,0.012680748838722987
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,RainRate,Temperature,WindSpeed,-0.11227597366308491,0.012605894261993735
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,Temperature,WindSpeed,-0.11227597366308487,0.012605894261993726
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11227597366308487,0.012605894261993726
AverageParticleSpeed,Humidity,ParticlesDetected,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11212582304962836,0.01257220019455657
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,RainRate,SnowDepthIntensity,Temperature,-0.11210393046267764,0.012567291225180863
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11210393046267747,0.012567291225180825
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,SnowDepthIntensity,Temperature,-0.11210393046267744,0.01256729122518082
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.11203582705358099,0.012552026543579911
AverageParticleSpeed,Humidity,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.11203582705358099,0.012552026543579911
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11203582705358094,0.012552026543579897
AverageParticleSpeed,Humidity,ParticlesDetected,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11203582705358094,0.012552026543579897
Humidity,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11203582705358091,0.012552026543579892
Humidity,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11203582705358091,0.012552026543579892
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11199213483142627,0.01254223826410036
Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainRate,Temperature,WindSpeed,-0.11195737992420071,0.01253445491949182
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,Temperature,WindSpeed,-0.1119573799242007,0.012534454919491818
Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11195737992420068,0.012534454919491815
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,RainRate,VolumeEquivalentDiameter,-0.11186999359340931,0.01251489546658944
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11168774263423467,0.01247415185473104
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11166467785401327,0.01246900028024056
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11166467785401327,0.01246900028024056
Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.11162939833241647,0.012461122572057306
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11148312973255552,0.012428488214965804
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,RainRate,Temperature,WindSpeed,-0.11148312973255547,0.012428488214965795
Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11148312973255547,0.012428488214965795
Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,Temperature,WindSpeed,-0.11144860015409186,0.012420790476306644
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,Temperature,WindSpeed,0.1114455983029604,0.01242012138110481
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,Temperature,WindSpeed,0.1114455983029604,0.01242012138110481
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11144559830296036,0.012420121381104801
Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11144559830296036,0.012420121381104801
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11144559830296026,0.012420121381104779
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11144559830296026,0.012420121381104779
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11116727383034426,0.012358162770870745
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainRate,Temperature,WindSpeed,-0.11116727383034411,0.01235816277087071
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11116727383034411,0.01235816277087071
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.11113068067431887,0.012350028187137431
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.11113068067431887,0.012350028187137431
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.11113068067431887,0.012350028187137431
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11113068067431887,0.012350028187137431
Humidity,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.11113068067431887,0.012350028187137431
Humidity,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11113068067431887,0.012350028187137431
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11100604670440219,0.01232234240493992
AverageParticleSpeed,Humidity,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11100604670440219,0.01232234240493992
Humidity,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11100604670440219,0.01232234240493992
Humidity,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11100604670440219,0.01232234240493992
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.11100604670440216,0.012322342404939913
AverageParticleSpeed,Humidity,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.11100604670440216,0.012322342404939913
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainIntensity,RainRate,SnowDepthIntensity,Temperature,-0.11096324483009613,0.012312841703223856
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.1109632448300961,0.01231284170322385
Humidity,KineticEnergy,ParticlesDetected,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.1109632448300961,0.01231284170322385
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11067228262531735,0.01224835414149812
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainIntensity,RainRate,Temperature,WindSpeed,-0.110664369662032,0.012246602712694867
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainIntensity,Temperature,WindSpeed,-0.11066436966203191,0.01224660271269485
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11066436966203187,0.01224660271269484
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11054292586379293,0.012219738458528018
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11054292586379293,0.012219738458528018
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,Temperature,WindSpeed,0.11054292586379286,0.012219738458528005
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,Temperature,WindSpeed,0.11054292586379286,0.012219738458528005
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainRate,Temperature,WindSpeed,0.11054292586379273,0.012219738458527977
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainRate,Temperature,WindSpeed,0.11054292586379273,0.012219738458527977
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainRate,VolumeEquivalentDiameter,WindSpeed,-0.11042647923168383,0.012194007315505502
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,-0.11034323299111062,0.012175629066930524
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.1101304769405041,0.012128721951142904
Humidity,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.1101304769405041,0.012128721951142904
Humidity,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11013047694050399,0.01212872195114288
Humidity,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11013047694050399,0.01212872195114288
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,WindSpeed,0.11013047694050396,0.012128721951142873
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.11013047694050396,0.012128721951142873
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11002829107515909,0.012106224836919933
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainIntensity,RainRate,SnowDepthIntensity,Temperature,-0.11002829107515895,0.012106224836919902
Humidity,Pressure,RadarReflectivity,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.1100282910751588,0.012106224836919869
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.10992216584534097,0.012082882544130645
Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.10992216584534097,0.012082882544130645
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.10992216584534092,0.012082882544130634
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.10992216584534092,0.012082882544130634
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.10992216584534092,0.012082882544130634
Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.10992216584534092,0.012082882544130634
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,VolumeEquivalentDiameter,WindSpeed,-0.10989054871781569,0.012075932697502623
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,-0.10989054871781564,0.012075932697502614
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,RainRate,WindSpeed,-0.10989054871781563,0.01207593269750261
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10985808810487996,0.012068799522059567
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.10964645856786016,0.012022345876473476
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,-0.10964645856786,0.01202234587647344
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.10964645856785997,0.012022345876473432
Humidity,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.10959441441936281,0.012010935671923038
Humidity,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.10959441441936281,0.012010935671923038
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.1095944144193628,0.012010935671923037
AverageParticleSpeed,Humidity,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.1095944144193628,0.012010935671923037
Humidity,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.10959441441936273,0.012010935671923021
Humidity,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.10959441441936273,0.012010935671923021
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainRate,WindSpeed,-0.10955511119161132,0.01200232238820632
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,VolumeEquivalentDiameter,WindSpeed,-0.10955511119161128,0.01200232238820631
Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainRate,VolumeEquivalentDiameter,WindSpeed,-0.10955511119161125,0.012002322388206305
Humidity,ParticlesDetected,Pressure,RadarReflectivity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.10935395991991369,0.011958288550166089
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RadarReflectivity,SnowDepthIntensity,Temperature,WindSpeed,-0.10935395991991365,0.01195828855016608
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,-0.10935395991991365,0.01195828855016608
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.10909114966481646,0.011900878935191385
Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.10909114966481646,0.011900878935191385
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,WindSpeed,0.1090911496648164,0.01190087893519137
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.1090911496648164,0.01190087893519137
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.10909114966481631,0.011900878935191352
Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.10909114966481631,0.011900878935191352
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10906318266836301,0.011894777813752718
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,RainRate,SnowDepthIntensity,-0.10906318266836298,0.011894777813752712
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10906318266836293,0.0118947778137527
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,-0.10905063960329321,0.011892041997887341
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,WindSpeed,-0.10902647253020382,0.011886771712379288
Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,VolumeEquivalentDiameter,WindSpeed,-0.10902647253020378,0.01188677171237928
Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,RainRate,WindSpeed,-0.10902647253020364,0.01188677171237925
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.10902467755418484,0.011886380315793975
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.10902467755418484,0.011886380315793975
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.10900622634613544,0.011882357382224911
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,-0.10900622634613537,0.011882357382224897
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,RainRate,SnowDepthIntensity,Temperature,-0.10900622634613533,0.011882357382224887
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,-0.10888335435618092,0.011855584855853663
AverageParticleSpeed,Humidity,RadarReflectivity,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.10881624597296376,0.01184097538764855
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.10872344465588063,0.011820787417840338
Humidity,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.10872344465588063,0.011820787417840338
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainRate,VolumeEquivalentDiameter,WindSpeed,-0.10871833193935962,0.011819675699676782
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,-0.10860159554092652,0.01179430655403499
Humidity,ParticlesDetected,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.10860159554092652,0.01179430655403499
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.10860159554092645,0.011794306554034977
Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,SnowDepthIntensity,Temperature,WindSpeed,-0.10859799582706578,0.011793524697655397
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.1084399254914329,0.011759217440587518
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,WindSpeed,0.10822224850942162,0.01171205507243501
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.10822224850942162,0.01171205507243501
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,-0.10819636437638445,0.011706453264267355
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainIntensity,RainRate,WindSpeed,-0.10819636437638441,0.011706453264267346
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainIntensity,VolumeEquivalentDiameter,WindSpeed,-0.10819636437638437,0.011706453264267338
Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,-0.10813636601348296,0.011693473654601954
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,-0.10813636601348282,0.011693473654601922
Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.10813636601348282,0.011693473654601922
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,0.10798264678472057,0.011660252006633723
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,0.10798264678472043,0.011660252006633693
Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.10798264678472037,0.011660252006633681
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,-0.1078534211793609,0.011632360460092616
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,SnowDepthIntensity,Temperature,WindSpeed,-0.10785342117936082,0.011632360460092597
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.10785342117936082,0.011632360460092597
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10781791109559469,0.01162470195301756
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainIntensity,RainRate,SnowDepthIntensity,Temperature,-0.10781241627735721,0.011623517103562159
Humidity,KineticEnergy,RadarReflectivity,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.10781241627735719,0.011623517103562154
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.10781241627735715,0.011623517103562143
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.10769925334264852,0.011599129170563988
Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.10769925334264852,0.011599129170563988
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,0.10768571232319103,0.011596212638553057
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,WeatherCode4680,0.10768571232319102,0.011596212638553054
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,0.1076857123231909,0.011596212638553026
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.10751202305359339,0.011558835101076397
