TimeStamp,Decoded Data,RSSI,SNR (LSNR),Throughput (bps),Latency (s)
2025-01-02 12:27:18.360,1;2025-01-02 12:27:16.861252;,-103,4.5,22.3580152105409,5.14284253120422
2025-01-02 12:27:23.518,1;2025-01-02 12:27:22.871973;,-91,3.0,44.9750317665413,5.13619518280029
2025-01-02 12:27:33.875,1;2025-01-02 12:27:28.882269;,-90,2.2,22.4009723953892,5.15401101112365
2025-01-02 12:27:49.513,1;2025-01-02 12:27:46.913972;,-103,5.2,14.8354264689972,5.17723679542541
2025-01-02 12:28:20.576,1;2025-01-02 12:28:19.952079;,-103,5.0,7.46876592717242,5.14759850502014
2025-01-02 12:28:31.249,1;2025-01-02 12:28:25.963168;,-99,5.0,21.7367496218993,5.2218427658081
2025-01-02 12:28:41.613,1;2025-01-02 12:28:37.983799;,-99,5.8,22.3853538629493,5.1487123966217
2025-01-02 12:28:46.835,1;2025-01-02 12:28:43.994285;,-104,4.2,44.4296345032877,5.17545390129089
2025-01-02 12:29:12.878,1;2025-01-02 12:29:08.036998;,-100,4.2,8.9084251273374,5.14353656768798
2025-01-02 12:29:18.093,1;2025-01-02 12:29:14.046936;,-101,3.5,44.4793056047127,5.16888952255249
2025-01-02 12:29:54.414,1;2025-01-02 12:29:50.087160;,-103,4.2,6.38751539362161,5.14939332008361
2025-01-02 12:30:10.243,1;2025-01-02 12:30:08.119136;,-96,-4.2,14.6569570229588,5.18535637855529
2025-01-02 12:30:20.597,1;2025-01-02 12:30:20.139640;,-103,2.2,22.4070096180716,5.14940214157104
2025-01-02 12:30:31.140,1;2025-01-02 12:30:26.151652;,-96,-0.2,22.0056961885478,5.33253979682922
2025-01-02 12:30:36.332,1;2025-01-02 12:30:32.163081;,-102,6.0,44.6821747984493,5.17411231994628
2025-01-02 12:30:41.523,1;2025-01-02 12:30:38.174633;,-100,5.0,44.6909825697647,5.14501404762268
2025-01-02 12:30:46.720,1;2025-01-02 12:30:44.185193;,-93,-2.0,44.6399531488055,5.15449929237365
2025-01-02 12:31:44.383,1;2025-01-02 12:31:41.266361;,-103,4.5,4.02341604556937,5.30588436126709
2025-01-02 12:31:49.579,1;2025-01-02 12:31:47.276889;,-97,5.2,44.6425254050752,5.18096876144409
2025-01-02 12:31:59.931,1;2025-01-02 12:31:59.298967;,-96,0.0,22.4130325435384,5.14648222923278
2025-01-02 12:32:51.818,1;2025-01-02 12:32:50.366572;,-93,3.0,4.4711832360499,5.15457081794738
2025-01-02 12:32:57.040,1;2025-01-02 12:32:56.377003;,-100,-2.2,44.4279487961043,5.18283677101135
2025-01-02 12:33:07.530,1;2025-01-02 12:33:02.388650;,-102,-0.5,22.1172603421725,5.22470021247863
2025-01-02 12:33:12.719,1;2025-01-02 12:33:08.398956;,-99,5.5,44.7086639960641,5.14646959304809
2025-01-02 12:33:23.107,1;2025-01-02 12:33:20.420125;,-98,7.5,22.3326333585528,5.17567634582519
2025-01-02 12:33:28.337,1;2025-01-02 12:33:26.430710;,-96,6.5,44.3601459581754,5.21312403678894
2025-01-02 12:33:33.529,1;2025-01-02 12:33:32.441165;,-103,6.0,44.6834181828835,5.13456726074218
2025-01-02 12:34:15.014,1;2025-01-02 12:34:11.492067;,-101,4.8,5.59242011789226,5.13322806358337
2025-01-02 12:34:25.414,1;2025-01-02 12:34:23.514422;,-96,-5.8,22.3072379884759,5.14306020736694
2025-01-02 12:34:46.232,1;2025-01-02 12:34:41.546802;,-101,5.8,11.1446082218421,5.17471003532409
2025-01-02 12:35:01.759,1;2025-01-02 12:34:59.576764;,-100,3.0,14.9411092649573,5.15039229393005
2025-01-02 12:36:04.275,1;2025-01-02 12:35:59.651461;,-96,-6.2,3.71105073353981,5.14470100402832
2025-01-02 12:36:19.875,1;2025-01-02 12:36:17.683960;,-99,2.8,14.8723786644043,5.13618874549865
2025-01-02 12:36:25.084,1;2025-01-02 12:36:23.695232;,-104,4.5,44.5340869253529,5.18291783332824
2025-01-02 12:36:30.274,1;2025-01-02 12:36:29.706794;,-103,3.8,44.7060348184585,5.16442608833313
2025-01-02 12:37:37.680,1;2025-01-02 12:37:35.798814;,-103,5.0,3.44182735799972,5.14423370361328
2025-01-02 12:37:42.845,1;2025-01-02 12:37:41.810294;,-101,5.0,44.9118901672129,5.14283299446106
2025-01-02 12:37:58.401,1;2025-01-02 12:37:53.829012;,-93,6.5,14.91434009348,5.14496445655822
2025-01-02 12:38:03.623,1;2025-01-02 12:37:59.838720;,-96,2.5,44.4234927350624,5.21325707435607
2025-01-02 12:38:08.813,1;2025-01-02 12:38:05.848441;,-98,5.0,44.7075178009315,5.1451506614685
2025-01-02 12:38:50.488,1;2025-01-02 12:38:47.894474;,-103,5.5,5.56683818924967,5.1948549747467
2025-01-02 12:39:00.837,1;2025-01-02 12:38:59.914739;,-94,-6.8,22.4181842740765,5.14252543449401
2025-01-02 12:39:16.370,1;2025-01-02 12:39:11.935978;,-104,-3.2,14.9358293587356,5.14823007583618
2025-01-02 12:39:21.884,1;2025-01-02 12:39:17.947634;,-98,4.8,42.0692277365931,5.45828032493591
2025-01-02 12:39:27.101,1;2025-01-02 12:39:23.958307;,-104,5.2,44.4698433334573,5.16795110702514
2025-01-02 12:39:32.382,1;2025-01-02 12:39:29.968615;,-101,3.8,43.9330301551758,5.238783121109
2025-01-02 12:40:13.859,1;2025-01-02 12:40:09.016713;,-103,0.0,5.59347301160422,5.14523911476135
2025-01-02 12:40:29.404,1;2025-01-02 12:40:27.047334;,-100,1.8,14.9248549411202,5.15098929405212
2025-01-02 12:40:34.566,1;2025-01-02 12:40:33.058468;,-103,3.5,44.9414730967782,5.14565277099609
2025-01-02 12:41:00.807,1;2025-01-02 12:40:57.101126;,-101,3.5,8.84126715935111,5.14861845970153
2025-01-02 12:41:37.394,1;2025-01-02 12:41:36.150839;,-101,2.2,6.34101503664371,5.20020294189453
2025-01-02 12:41:42.577,1;2025-01-02 12:41:42.162179;,-103,0.5,44.7588254244937,5.17506718635559
2025-01-02 12:42:19.031,1;2025-01-02 12:42:18.226065;,-101,5.5,6.36425996559247,5.1656744480133
2025-01-02 12:42:29.479,1;2025-01-02 12:42:24.236799;,-90,3.2,22.2050791445641,5.17148995399475
2025-01-02 12:43:11.123,1;2025-01-02 12:43:06.287577;,-99,1.0,5.57094901530258,5.20709037780761
2025-01-02 12:43:21.562,1;2025-01-02 12:43:18.309748;,-101,4.5,22.2253598436191,5.14093828201293
2025-01-02 12:43:26.722,1;2025-01-02 12:43:24.319862;,-100,2.0,44.9640193498801,5.14470028877258
2025-01-02 12:43:31.916,1;2025-01-02 12:43:30.331289;,-100,3.5,44.6649304901312,5.14485144615173
2025-01-02 12:43:37.125,1;2025-01-02 12:43:36.343137;,-100,6.0,44.5337648991865,5.20125460624694
2025-01-02 12:43:47.460,1;2025-01-02 12:43:42.354816;,-94,6.8,22.4486938902054,5.12493085861206
2025-01-02 12:43:57.842,1;2025-01-02 12:43:54.377651;,-101,4.2,22.3467608538391,5.13065147399902
2025-01-02 12:45:05.486,1;2025-01-02 12:45:00.456266;,-95,8.2,3.42970505425931,5.14163780212402
2025-01-02 12:45:26.209,1;2025-01-02 12:45:24.499361;,-101,4.2,11.1951637482129,5.16800236701965
2025-01-02 12:45:31.430,1;2025-01-02 12:45:30.511029;,-96,-4.0,44.4389802255189,5.20367741584777
2025-01-02 12:45:46.994,1;2025-01-02 12:45:42.532139;,-103,4.8,14.9059249027191,5.14448165893554
2025-01-02 12:45:57.331,1;2025-01-02 12:45:54.553373;,-101,4.0,22.4432641321647,5.1486370563507
2025-01-02 12:46:28.435,1;2025-01-02 12:46:27.592399;,-98,2.0,7.45890031476012,5.14381980895996
2025-01-02 12:46:54.358,1;2025-01-02 12:46:51.636180;,-101,5.2,8.94974431549472,5.14742064476013
2025-01-02 12:46:59.521,1;2025-01-02 12:46:57.648215;,-96,-6.0,44.9290601996203,5.14613986015319
2025-01-02 12:47:25.986,1;2025-01-02 12:47:21.689856;,-103,4.5,8.76650489521137,5.67743897438049
2025-01-02 12:47:57.184,1;2025-01-02 12:47:54.726357;,-93,6.2,7.43623365734864,5.165864944458
2025-01-02 12:48:02.443,1;2025-01-02 12:48:00.738041;,-100,3.2,44.1202867705091,5.20810580253601
2025-01-02 12:48:18.050,1;2025-01-02 12:48:12.759654;,-98,5.0,14.8645400215452,5.19546723365783
2025-01-02 12:48:23.224,1;2025-01-02 12:48:18.771210;,-99,3.0,44.8443537081398,5.16519117355346
2025-01-02 12:48:28.386,1;2025-01-02 12:48:24.781625;,-101,2.0,44.9456205574747,5.145672082901
2025-01-02 12:48:33.543,1;2025-01-02 12:48:30.791576;,-99,0.8,44.9817927657733,5.13208818435668
2025-01-02 12:48:38.737,1;2025-01-02 12:48:36.802914;,-101,6.0,44.6670176393857,5.147709608078
2025-01-02 12:48:49.197,1;2025-01-02 12:48:48.825125;,-102,6.0,22.1810821351842,5.19334554672241
2025-01-02 12:49:25.529,1;2025-01-02 12:49:21.864702;,-98,2.2,6.38543144039796,5.15147972106933
2025-01-02 12:49:30.727,1;2025-01-02 12:49:27.876325;,-97,7.8,44.6330959301112,5.13646483421325
2025-01-02 12:49:35.892,1;2025-01-02 12:49:33.888213;,-102,-0.2,44.9199157309452,5.14359235763549
2025-01-02 12:49:46.228,1;2025-01-02 12:49:45.909008;,-93,-6.8,22.4460969917921,5.14981365203857
2025-01-02 12:50:01.846,1;2025-01-02 12:49:57.929681;,-98,1.8,14.8541460117073,5.17058634757995
2025-01-02 12:50:12.563,1;2025-01-02 12:50:09.951110;,-95,2.0,21.6491996716528,5.17584109306335
2025-01-02 12:50:54.111,1;2025-01-02 12:50:49.000279;,-95,7.8,5.58384459356805,5.20085000991821
2025-01-02 12:50:59.305,1;2025-01-02 12:50:55.011960;,-97,7.2,44.6669971359886,5.13786458969116
2025-01-02 12:51:04.497,1;2025-01-02 12:51:01.022392;,-97,0.5,44.6836090054314,5.17114305496215
2025-01-02 12:51:09.655,1;2025-01-02 12:51:07.032941;,-102,5.0,44.9844919118123,5.14056992530822
2025-01-02 12:51:35.554,1;2025-01-02 12:51:31.073112;,-99,2.8,8.95782619259342,5.14114236831665
2025-01-02 12:51:45.936,1;2025-01-02 12:51:43.094588;,-94,3.2,22.3460983404802,5.14594459533691
2025-01-02 12:52:48.960,1;2025-01-02 12:52:46.187561;,-103,3.5,3.68113737647702,5.1467216014862
2025-01-02 12:54:22.579,1;2025-01-02 12:54:19.307541;,-101,5.5,2.47811633271243,5.14441156387329
2025-01-02 12:54:27.736,1;2025-01-02 12:54:25.319289;,-96,5.8,44.9855525277898,5.14641237258911
2025-01-02 12:54:32.931,1;2025-01-02 12:54:31.331287;,-97,8.2,44.6658079711613,5.14271450042724
2025-01-02 12:54:53.694,1;2025-01-02 12:54:49.364328;,-101,4.8,11.1735170663996,5.23389196395874
2025-01-02 12:54:58.854,1;2025-01-02 12:54:55.375915;,-92,4.5,44.9610151997089,5.15027499198913
2025-01-02 12:55:45.733,1;2025-01-02 12:55:40.436101;,-101,4.5,4.94886200235497,5.22289681434631
2025-01-02 12:56:01.265,1;2025-01-02 12:55:58.468466;,-103,6.0,14.9372561225373,5.1691288948059
2025-01-02 12:56:32.532,1;2025-01-02 12:56:28.523121;,-102,5.8,7.41996241775877,5.15034890174865
2025-01-02 12:56:37.694,1;2025-01-02 12:56:34.534637;,-102,3.8,44.9454980739429,5.14643168449401
2025-01-02 12:57:08.826,1;2025-01-02 12:57:07.574146;,-103,5.2,7.45206343888374,5.2141044139862
2025-01-02 12:57:34.769,1;2025-01-02 12:57:31.617560;,-96,2.5,8.94275695924004,5.17559814453125
2025-01-02 12:57:39.930,1;2025-01-02 12:57:37.628863;,-99,3.8,44.9506824099308,5.15282440185546
2025-01-02 12:57:50.478,1;2025-01-02 12:57:49.649670;,-104,1.8,21.9955249839166,5.14640974998474
2025-01-02 12:58:05.996,1;2025-01-02 12:58:01.671113;,-107,2.0,14.9505473041237,5.15291547775268
2025-01-02 12:58:42.504,1;2025-01-02 12:58:40.719612;,-104,-1.5,6.3546744654586,5.14135813713073
2025-01-02 12:58:47.702,1;2025-01-02 12:58:46.730109;,-101,3.5,44.6365560130267,5.1410207748413
2025-01-02 12:59:03.276,1;2025-01-02 12:58:58.752828;,-105,2.8,14.8966628258933,5.16246700286865
2025-01-02 12:59:13.663,1;2025-01-02 12:59:10.774051;,-104,2.8,22.335299935887,5.14676094055175
2025-01-02 12:59:24.173,1;2025-01-02 12:59:22.797048;,-104,2.0,22.0735951398274,5.17074131965637
2025-01-02 12:59:29.332,1;2025-01-02 12:59:28.807623;,-103,1.8,44.9724563854371,5.14686894416809
2025-01-02 14:00:12.943,1;2025-01-02 14:00:08.835032;,-105,2.8,0.0636730952939262,5.15081214904785
2025-01-02 14:00:18.159,1;2025-01-02 14:00:14.846539;,-103,3.8,44.4759084808118,5.17146754264831
2025-01-02 14:00:28.531,1;2025-01-02 14:00:26.867578;,-96,1.5,22.3686247725331,5.14989066123962
2025-01-02 14:00:33.718,1;2025-01-02 14:00:32.878081;,-98,4.0,44.7269679415336,5.14803385734558
2025-01-02 14:00:49.354,1;2025-01-02 14:00:44.899246;,-101,-0.2,14.8377508218085,5.14745068550109
2025-01-02 14:01:31.264,1;2025-01-02 14:01:29.958821;,-101,3.0,5.53565289722219,5.13998556137085
2025-01-02 14:01:36.428,1;2025-01-02 14:01:35.970023;,-102,1.0,44.9250754996611,5.14750003814697
2025-01-02 14:01:46.800,1;2025-01-02 14:01:41.981653;,-107,0.8,22.3682560983921,5.14872813224792
2025-01-02 14:03:30.659,1;2025-01-02 14:03:30.121925;,-104,3.0,2.23379881232143,5.14279699325561
2025-01-02 14:03:46.360,1;2025-01-02 14:03:42.142326;,-104,0.2,14.7758765153465,5.14835357666015
2025-01-02 14:03:51.527,1;2025-01-02 14:03:48.152537;,-104,4.0,44.9039234186395,5.14451456069946
2025-01-02 14:03:56.688,1;2025-01-02 14:03:54.163600;,-99,5.2,44.9498518391366,5.13573575019836
2025-01-02 14:04:07.331,1;2025-01-02 14:04:06.185718;,-102,4.0,21.7989449982851,5.39408540725708
2025-01-02 14:04:54.010,1;2025-01-02 14:04:51.251299;,-101,3.2,4.97014442273313,5.19378423690795
2025-01-02 14:05:09.650,1;2025-01-02 14:05:09.282865;,-101,0.2,14.8335073627252,5.28719782829284
2025-01-02 14:05:20.058,1;2025-01-02 14:05:15.294444;,-104,3.2,22.2890206479314,5.2006607055664
2025-01-02 14:05:25.236,1;2025-01-02 14:05:21.304892;,-98,3.0,44.8109174716285,5.15306663513183
2025-01-02 14:05:30.395,1;2025-01-02 14:05:27.315663;,-98,-5.0,44.970876798014,5.14772081375122
2025-01-02 14:06:01.619,1;2025-01-02 14:06:00.361669;,-104,1.0,7.43007213620768,5.14929580688476
2025-01-02 14:06:17.475,1;2025-01-02 14:06:12.383342;,-95,2.0,14.6315351710562,5.14397120475769
2025-01-02 14:06:38.221,1;2025-01-02 14:06:36.424230;,-95,1.0,11.1829005758326,5.1610791683197
2025-01-02 14:07:20.011,1;2025-01-02 14:07:18.474701;,-95,4.5,5.55164686497557,5.13731050491333
2025-01-02 14:07:25.190,1;2025-01-02 14:07:24.486030;,-103,3.5,44.7907674943774,5.16636180877685
2025-01-02 14:07:51.136,1;2025-01-02 14:07:48.527913;,-97,5.5,8.94191414464771,5.16345047950744
2025-01-02 14:07:56.335,1;2025-01-02 14:07:54.538421;,-103,2.5,44.6236990868288,5.1267499923706
2025-01-02 14:08:53.344,1;2025-01-02 14:08:51.625791;,-103,1.5,4.06950557753499,5.15566301345825
2025-01-02 14:09:19.460,1;2025-01-02 14:09:15.669709;,-97,7.8,8.88335350808641,5.14399027824401
2025-01-02 14:09:29.948,1;2025-01-02 14:09:27.691064;,-104,-0.2,22.1201256394485,5.30472111701965
2025-01-02 14:09:50.694,1;2025-01-02 14:09:48.710989;,-105,-1.0,11.1828994191785,5.17508959770202
2025-01-02 14:10:16.578,1;2025-01-02 14:10:12.755556;,-105,-0.2,8.96337392118311,5.1481282711029
2025-01-02 14:10:21.752,1;2025-01-02 14:10:18.766880;,-102,2.0,44.8369356496753,5.1644971370697
2025-01-02 14:10:37.387,1;2025-01-02 14:10:36.800005;,-105,0.8,14.8383970194582,5.15569806098938
2025-01-02 14:10:47.793,1;2025-01-02 14:10:42.811511;,-102,3.2,22.294806114305,5.1457200050354
2025-01-02 14:11:13.754,1;2025-01-02 14:11:09.847396;,-101,-1.2,8.93641501689544,5.21355581283569
2025-01-02 14:11:55.213,1;2025-01-02 14:11:51.921580;,-98,2.0,5.59593427742717,5.16723752021789
2025-01-02 14:12:00.437,1;2025-01-02 14:11:57.933046;,-104,2.8,44.4116358954162,5.21565413475036
2025-01-02 14:12:57.546,1;2025-01-02 14:12:55.021009;,-106,0.8,4.06238294664266,5.14049291610717
2025-01-02 14:13:02.712,1;2025-01-02 14:13:01.032485;,-91,2.2,44.9125866666814,5.15072083473205
2025-01-02 14:13:07.976,1;2025-01-02 14:13:07.043070;,-98,2.2,44.0723779436319,5.18766379356384
2025-01-02 14:13:54.647,1;2025-01-02 14:13:52.102647;,-99,7.2,4.97087977921225,5.19646477699279
2025-01-02 14:14:20.599,1;2025-01-02 14:14:16.144860;,-97,3.5,8.93967245276483,5.14967370033264
2025-01-02 14:14:25.816,1;2025-01-02 14:14:22.156351;,-105,-0.8,44.475747887561,5.17158365249633
2025-01-02 14:14:31.066,1;2025-01-02 14:14:28.166562;,-107,-8.2,44.1831163828308,5.20256567001342
2025-01-02 14:14:36.245,1;2025-01-02 14:14:34.176739;,-99,7.0,44.7965575449821,5.1709713935852
2025-01-02 14:15:33.739,1;2025-01-02 14:15:31.257427;,-101,2.0,4.03525494802384,5.31007170677185
2025-01-02 14:16:41.269,1;2025-01-02 14:16:40.359435;,-101,2.0,3.4354737819357,5.25783586502075
2025-01-02 14:17:02.328,1;2025-01-02 14:16:58.391829;,-101,1.8,11.0170028451349,5.42581939697265
2025-01-02 14:17:07.994,1;2025-01-02 14:17:04.403571;,-101,-4.0,40.9429278083382,5.58188819885253
2025-01-02 14:17:13.232,1;2025-01-02 14:17:10.414036;,-101,-4.0,44.2920658965415,5.2247998714447
2025-01-02 14:18:10.317,1;2025-01-02 14:18:07.495730;,-92,-1.0,4.06414758883997,5.20822644233703
2025-01-02 14:18:15.472,1;2025-01-02 14:18:13.507578;,-97,7.0,45.0005541604557,5.14750599861145
2025-01-02 14:18:20.676,1;2025-01-02 14:18:19.518448;,-103,3.2,44.5862697376261,5.15224051475524
2025-01-02 14:18:46.857,1;2025-01-02 14:18:43.560264;,-105,2.8,8.86118734334812,5.35346221923828
2025-01-02 14:18:57.226,1;2025-01-02 14:18:55.581391;,-104,0.2,22.3738589936608,5.13464593887329
2025-01-02 14:19:02.413,1;2025-01-02 14:19:01.591993;,-99,3.2,44.7276155430675,5.16470527648925
2025-01-02 14:19:39.007,1;2025-01-02 14:19:34.630931;,-99,7.5,6.3399418255315,5.14865946769714
2025-01-02 14:19:44.209,1;2025-01-02 14:19:40.642740;,-104,1.8,44.5938911849299,5.1853814125061
2025-01-02 14:19:49.380,1;2025-01-02 14:19:46.653131;,-102,0.2,44.8710190501991,5.14581584930419
2025-01-02 14:20:30.954,1;2025-01-02 14:20:28.727735;,-105,0.5,5.58038287948696,5.14917683601379
2025-01-02 14:21:02.274,1;2025-01-02 14:21:01.763787;,-99,7.2,7.40732256064162,5.21165490150451
2025-01-02 14:22:20.292,1;2025-01-02 14:22:16.884334;,-102,2.0,2.97367948932456,5.17385959625244
2025-01-02 14:22:35.824,1;2025-01-02 14:22:34.916805;,-99,6.2,14.9372673579796,5.18615221977233
2025-01-02 14:23:33.213,1;2025-01-02 14:23:32.005793;,-105,-1.2,4.04255910364495,5.16175961494445
2025-01-02 14:23:38.434,1;2025-01-02 14:23:38.017115;,-104,-0.2,44.4337935337837,5.20143628120422
2025-01-02 14:24:09.600,1;2025-01-02 14:24:08.062139;,-97,6.5,7.44397695077847,5.14809012413024
2025-01-02 14:25:01.590,1;2025-01-02 14:24:59.138713;,-98,-0.5,4.46240604779376,5.20599579811096
2025-01-02 14:25:06.753,1;2025-01-02 14:25:05.150164;,-102,-0.2,44.9378763445465,5.14509558677673
2025-01-02 14:25:12.058,1;2025-01-02 14:25:11.160712;,-101,-1.2,43.731046020178,5.26333951950073
2025-01-02 14:26:25.257,1;2025-01-02 14:26:20.268728;,-107,3.5,3.16943028726925,5.16808819770813
2025-01-02 14:26:30.476,1;2025-01-02 14:26:26.280665;,-103,2.5,44.460336333349,5.14948034286499
2025-01-02 14:26:40.868,1;2025-01-02 14:26:38.301969;,-101,2.5,22.3230795086676,5.15301752090454
2025-01-02 14:27:27.657,1;2025-01-02 14:27:23.367801;,-107,-1.8,4.95846824578027,5.15338850021362
2025-01-02 14:28:04.035,1;2025-01-02 14:27:59.430503;,-103,2.8,6.37743771482955,5.14775323867797
2025-01-02 14:28:35.196,1;2025-01-02 14:28:32.477065;,-105,0.0,7.44519966528838,5.15773344039917
2025-01-02 14:28:40.428,1;2025-01-02 14:28:38.488559;,-103,3.5,44.3420520483554,5.21072745323181
2025-01-02 14:28:45.592,1;2025-01-02 14:28:44.499254;,-99,4.2,44.9281453777771,5.14587044715881
2025-01-02 14:29:01.140,1;2025-01-02 14:28:56.519996;,-103,-0.5,14.9219258747441,5.15979766845703
2025-01-02 14:29:06.299,1;2025-01-02 14:29:02.530332;,-100,3.0,44.9643974940447,5.14334392547607
2025-01-02 14:29:11.459,1;2025-01-02 14:29:08.541093;,-102,4.8,44.9605602493118,5.14707231521606
2025-01-02 14:29:16.636,1;2025-01-02 14:29:14.551595;,-101,2.2,44.818101920022,5.16066312789917
2025-01-02 14:29:27.061,1;2025-01-02 14:29:26.573030;,-104,3.2,22.2531870315416,5.14660239219665
2025-01-02 14:30:08.688,1;2025-01-02 14:30:05.630257;,-105,2.0,5.57340294411956,5.28603243827819
2025-01-02 14:30:13.904,1;2025-01-02 14:30:11.641875;,-103,1.8,44.4785797842016,5.19970154762268
2025-01-02 14:30:34.761,1;2025-01-02 14:30:29.673428;,-102,3.0,11.1229297174559,5.25392127037048
2025-01-02 14:30:45.172,1;2025-01-02 14:30:41.694788;,-105,3.2,22.2850544186654,5.16823458671569
2025-01-02 14:31:42.385,1;2025-01-02 14:31:38.782749;,-105,1.2,4.05503474071716,5.15462779998779
2025-01-02 14:31:52.714,1;2025-01-02 14:31:50.804654;,-98,5.2,22.4607873456395,5.15150308609008
2025-01-02 14:33:15.930,1;2025-01-02 14:33:14.912229;,-107,-0.5,2.78791543581991,5.18370866775512
2025-01-02 14:33:31.470,1;2025-01-02 14:33:26.934062;,-103,1.8,14.929426379941,5.14841842651367
2025-01-02 14:33:41.836,1;2025-01-02 14:33:38.956079;,-103,3.8,22.3816909817712,5.14486265182495
2025-01-02 14:33:47.003,1;2025-01-02 14:33:44.967770;,-107,-1.0,44.8944308454567,5.15109276771545
2025-01-02 14:34:49.489,1;2025-01-02 14:34:48.059848;,-104,2.2,3.71286506141416,5.15004634857177
2025-01-02 14:34:54.678,1;2025-01-02 14:34:54.071626;,-102,-4.2,44.7041678793167,5.1425769329071
2025-01-02 14:35:21.030,1;2025-01-02 14:35:18.113963;,-104,-5.2,8.80409375235833,5.20340371131897
2025-01-02 14:35:52.087,1;2025-01-02 14:35:51.151095;,-93,3.5,7.47018632826091,5.17336821556091
2025-01-02 14:36:07.942,1;2025-01-02 14:36:03.173106;,-101,2.5,14.6324645298135,5.23603200912475
2025-01-02 14:36:23.501,1;2025-01-02 14:36:21.204171;,-102,2.5,14.9109700439801,5.14228224754333
2025-01-02 14:36:33.861,1;2025-01-02 14:36:33.225334;,-94,-6.8,22.3934185876103,5.14178156852722
2025-01-02 14:37:25.745,1;2025-01-02 14:37:24.295156;,-104,-0.2,4.47154887710891,5.20424389839172
2025-01-02 14:37:30.954,1;2025-01-02 14:37:30.307279;,-99,2.5,44.5385142381755,5.15722250938415
2025-01-02 14:37:46.503,1;2025-01-02 14:37:42.328652;,-98,5.0,14.9201742026657,5.16460180282592
2025-01-02 14:37:51.695,1;2025-01-02 14:37:48.339027;,-102,-0.8,44.6814115670334,5.14394259452819
2025-01-02 14:38:02.037,1;2025-01-02 14:38:00.360120;,-93,-6.8,22.4327651839121,5.17292380332946
2025-01-02 14:38:54.149,1;2025-01-02 14:38:51.431432;,-103,3.2,4.45195447516005,5.16861581802368
2025-01-02 14:38:59.344,1;2025-01-02 14:38:57.443057;,-101,-5.8,44.6590063452435,5.17932033538818
2025-01-02 14:39:04.544,1;2025-01-02 14:39:03.453998;,-96,6.2,44.620730007766,5.1564495563507
2025-01-02 14:39:30.449,1;2025-01-02 14:39:27.496001;,-100,6.8,8.95566256509254,5.21970176696777
2025-01-02 14:39:35.609,1;2025-01-02 14:39:33.506560;,-98,2.0,44.957141145068,5.15173316001892
2025-01-02 14:40:01.737,1;2025-01-02 14:40:00.543041;,-103,2.0,8.87938119667828,5.19487643241882
2025-01-02 14:40:28.581,1;2025-01-02 14:40:24.587723;,-103,0.0,8.64263339842851,5.15583729743957
2025-01-02 14:40:44.150,1;2025-01-02 14:40:42.619953;,-103,2.2,14.9017003290299,5.17005825042724
2025-01-02 14:40:49.307,1;2025-01-02 14:40:48.631737;,-103,0.0,44.987118587524,5.14687442779541
2025-01-02 14:41:20.456,1;2025-01-02 14:41:15.668115;,-98,5.0,7.44791478889246,5.14430117607116
2025-01-02 14:41:25.624,1;2025-01-02 14:41:21.678840;,-95,7.0,44.896346853456,5.15609216690063
2025-01-02 14:41:30.780,1;2025-01-02 14:41:27.689030;,-99,5.0,44.9927494001605,5.14585638046264
2025-01-02 14:41:41.149,1;2025-01-02 14:41:39.709548;,-98,0.0,22.3750870270057,5.16163349151611
2025-01-02 14:41:46.316,1;2025-01-02 14:41:45.720158;,-101,0.5,44.9009811618439,5.14977526664733
2025-01-02 14:42:01.983,1;2025-01-02 14:41:57.741559;,-103,3.5,14.8079652145293,5.18169856071472
2025-01-02 14:42:12.374,1;2025-01-02 14:42:09.763092;,-97,7.5,22.3263830846761,5.14455819129943
2025-01-02 14:42:43.538,1;2025-01-02 14:42:42.802967;,-99,1.5,7.44454337739127,5.17460799217224
2025-01-02 14:43:09.493,1;2025-01-02 14:43:06.846170;,-103,3.8,8.93851384811282,5.14275503158569
2025-01-02 14:43:14.696,1;2025-01-02 14:43:12.857695;,-97,-5.8,44.5928816532148,5.19036221504211
2025-01-02 14:43:19.864,1;2025-01-02 14:43:18.868012;,-104,1.5,44.8905351216562,5.15230655670166
2025-01-02 14:43:40.704,1;2025-01-02 14:43:36.899930;,-104,0.8,11.1326810558705,5.1461706161499
2025-01-02 14:44:12.066,1;2025-01-02 14:44:09.937486;,-99,7.2,7.39735030506856,5.18723702430725
2025-01-02 14:44:17.269,1;2025-01-02 14:44:15.949158;,-104,1.0,44.5941670770557,5.14764165878295
2025-01-02 14:44:48.370,1;2025-01-02 14:44:45.999609;,-104,0.2,7.45937935275811,5.14457201957702
2025-01-02 14:44:58.729,1;2025-01-02 14:44:58.021975;,-98,8.0,22.3972580050731,5.14350533485412
2025-01-02 14:45:09.173,1;2025-01-02 14:45:04.033282;,-105,1.0,22.2141589886757,5.16142058372497
2025-01-02 14:45:45.467,1;2025-01-02 14:45:43.090512;,-101,1.2,6.39217090704916,5.16803383827209
2025-01-02 14:45:50.629,1;2025-01-02 14:45:49.101358;,-97,6.0,44.9456620774675,5.14548683166503
2025-01-02 14:46:06.160,1;2025-01-02 14:46:01.123795;,-103,-3.8,14.9380486066059,5.16959714889526
2025-01-02 14:46:11.321,1;2025-01-02 14:46:07.135353;,-103,5.0,44.9518535669027,5.15229272842407
