Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Variable 9,Variable 10,Correlation (r),R²
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.1357475181040547,0.018427388671410656
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.1350646772701638,0.018242467046093502
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.1350646772701638,0.018242467046093502
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13498658858633145,0.01822137909817551
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13498658858633145,0.01822137909817551
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13443474436198172,0.018072700491671374
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13443474436198172,0.018072700491671374
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13369196674841033,0.017873541973058054
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13369196674841033,0.017873541973058054
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13344536895455938,0.01780766649541848
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13322281742930467,0.017748319083801842
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.1329210967880347,0.01766801797133409
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.1329210967880347,0.01766801797133409
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.13292109678803454,0.017668017971334046
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.13292109678803454,0.017668017971334046
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13292109678803443,0.017668017971334018
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13292109678803443,0.017668017971334018
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13291256004882057,0.017665748618731335
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13258674676458493,0.01757924541761617
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.13258674676458487,0.017579245417616157
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13258674676458482,0.017579245417616143
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13177771693368712,0.017365366680254967
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13175662587809842,0.017359808462781193
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13155609074571692,0.017307005012295304
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13149403291882084,0.017290680693255938
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13128968708836694,0.017236981935761304
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.1312859938764803,0.01723601218813522
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.13117292773376327,0.01720633697024708
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13117292773376324,0.017206336970247073
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13117292773376307,0.01720633697024703
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.1309961943261517,0.0171600029279349
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.13099619432615164,0.017160002927934886
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13099619432615153,0.017160002927934855
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13096878514854476,0.01715282268328568
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13096878514854446,0.0171528226832856
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,0.13096878514854443,0.017152822683285593
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13068693023880712,0.01707907373524284
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.13068693023880704,0.017079073735242818
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.130686930238807,0.01707907373524281
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.13036652053986844,0.01699542967767194
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,0.13036652053986825,0.01699542967767189
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13036652053986822,0.016995429677671883
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12981423514864,0.016851735647226397
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.1295435381436646,0.016781528274779082
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12934171912027523,0.01672928030498817
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.1292196309794137,0.01669771303045585
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WeatherCode4680,0.12921963097941366,0.016697713030455842
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12921963097941355,0.016697713030455814
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,WeatherCode4680,0.1290180206294739,0.01664564964714735
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12901802062947385,0.016645649647147338
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.1290180206294738,0.016645649647147324
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WeatherCode4680,0.1287489658946576,0.016576296218943704
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12874896589465754,0.01657629621894369
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12874896589465745,0.01657629621894367
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12869618615900452,0.016562708331873146
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.1285428862867851,0.016523273614937363
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.1285428862867851,0.016523273614937363
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.1284257680652352,0.016493177903145587
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WeatherCode4680,0.12842576806523517,0.01649317790314558
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WeatherCode4680,0.12842576806523506,0.01649317790314555
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12840675435360088,0.016488294563626
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12819560505261876,0.01643411315480701
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.12808412081287576,0.016405542004407355
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.1280841208128757,0.01640554200440734
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12808412081287568,0.016405542004407334
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.12794523722552092,0.016369983728694824
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.12794523722552092,0.016369983728694824
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,0.1278731973938965,0.016351554611738418
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.1278731973938965,0.016351554611738418
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12787319739389647,0.01635155461173841
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.1275861158067569,0.016278216946655186
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.1275861158067569,0.016278216946655186
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12758611580675683,0.016278216946655166
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.1275726845895087,0.016274789853374272
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.1273324691436926,0.016213557698229426
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.1273324691436926,0.016213557698229426
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12731912883566188,0.016210160567471866
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.1272917101033502,0.016203179461035347
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.1272917101033502,0.016203179461035347
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,0.12726424501419073,0.01619618805903197
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.1272642450141907,0.016196188059031964
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.12726424501419062,0.016196188059031943
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12712813708009038,0.01616156323745425
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12703213753790185,0.016137163967448413
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.12703213753790174,0.016137163967448385
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12703213753790174,0.016137163967448385
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12684134417845144,0.01608872659299638
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,0.12684134417845142,0.016088726592996372
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12684134417845142,0.016088726592996372
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12677921000406178,0.016072968089254
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12664174213125953,0.016038130850040435
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.1265897574873601,0.016024966700708642
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.12658975748735932,0.016024966700708444
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.1265897574873593,0.016024966700708437
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.12655898194281004,0.016017175910400517
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.12655898194281004,0.016017175910400517
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12650220973313075,0.016002809067365002
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12637064205387769,0.015969539173109278
